,Title,Authors,Abstract,Citation,URL
25,Accentuated Eccentric Loading in the Bench Press: Considerations for Eccentric and Concentric Loading.,"Taber CB, Morris JR, Wagle JP, Merrigan JJ.","This study examined the effects of accentuated eccentric loading (AEL) on bench press velocities across a spectrum of concentric and eccentric loads. Ten strength trained men (bench press one-repetition maximum (1-RM): 124.3 ± 19.4 kg; relative strength ratio: 1.5 ± 0.2 kg∙body mass-1) participated. Subjects completed bench press repetitions using concentric loads from 30% to 80% 1-RM in 10% increments in each experimental session. The AEL protocols were implemented using 100% (AEL100) and 110% 1-RM (AEL110) loads during the eccentric action, while the eccentric load remained the same as the concentric for traditional loading (TRAD). Multilevel models analyzed the effects of each AEL protocol on concentric velocities across concentric loads (p < 0.05). Faster concentric velocities were observed at 30% 1-RM and 80% 1-RM with AEL100 compared to TRAD (p ≤ 0.05) but this effect was reduced for individuals moving the barbell through a greater displacement. Additionally, AEL110 presented a greater change in velocity from 30% to 80% 1-RM than TRAD (p ≤ 0.05). The AEL100 protocol resulted in faster concentric velocities throughout concentric loads of 30-80% 1-RM, but AEL110 may have been too great to elicit consistent performance enhancements. Thus, the efficacy of AEL at various concentric loads is dependent on the eccentric loading and barbell displacement.
Keywords:
        
      
      augmented eccentric loading; eccentric training; hierarchical linear modeling; velocity-based training; weight releasers.
",Sports (Basel). 2021 Apr 27;9(5):54. doi: 10.3390/sports9050054.,https://pubmed.ncbi.nlm.nih.gov/33925494/
26,Effects of Horizontal and Incline Bench Press on Neuromuscular Adaptations in Untrained Young Men.,"Chaves SFN, Rocha-JÚnior VA, EncarnaÇÃo IGA, Martins-Costa HC, Freitas EDS, Coelho DB, Franco FSC, Loenneke JP, Bottaro M, Ferreira-JÚnior JB.","The aim of the current study was to investigate the effects of horizontal and incline bench press as well as the combination of both exercises on neuromuscular adaptation in untrained young men. Forty-seven untrained men were randomly assigned to one of the three groups: 1) a horizontal bench press group (n= 15), 2) an incline bench press group (n= 15), and 3) a combination (horizontal + incline) group (n= 17). Training was conducted once a week for eight weeks, with equalized number of sets among groups. Muscle thickness, isometric strength and electromyography (EMG) amplitude of the pectoralis major were measured one week before and after the training period. There was no difference between groups for the change in horizontal bench press isometric strength (~ 10 kg increase, p=0.776) or incline bench press isometric strength (~ 11 kg increase, p=0.333). Changes in muscle thickness differed only in one of the three sites. The changes in the second intercostal space of the pectoralis major was greatest in the incline pressure group compared with the horizontal [mean difference (95% CI) of 0.62 (0.23, 1.0) cm, p=0.003] and combination groups [mean difference (95% CI) of 0.50 (0.14, 0.86) cm, p=0.008]. The change in EMG amplitude following training differed between groups in only one out of the four sites. The present results indicate that strength and conditioning professionals might consider that horizontal and incline bench press exercises, or a combination of both exercises can render similar change in general strength.
Keywords:
        
      
      Exercise choice; exercise variation; hypertrophy; strength.
",Int J Exerc Sci. 2020 Aug 1;13(6):859-872. eCollection 2020.,https://pubmed.ncbi.nlm.nih.gov/32922646/
27,Effect of Rest Interval Duration on the Volume Completed During a High-Intensity Bench Press Exercise.,"Hernandez DJ, Healy S, Giacomini ML, Kwon YS.","Hernandez, DJ, Healy, S, Giacomini, ML, and Kwon, YS. Effect of rest interval duration on the volume completed during a high-intensity bench press exercise. J Strength Cond Res 35(11): 2981-2987, 2021-Between-set rest intervals (RIs) are one of the most important variables in resistance training; however, no known research has investigated the effects of RIs greater than 5 minutes during high-intensity strength training. The purpose of this research was to examine the effects of 3 different RIs on repetition sustainability and training volume (sets × reps × resistance) during a high-intensity bench press exercise. Fifteen resistance-trained male subjects (mean ± SD, age = 25.5 ± 4.5 years, and bench press 1 repetition maximum [1RM] ratio [1RM/body mass] = 1.39 ± 0.1) completed 3 experimental sessions, during which 4 sets of the bench press were performed with 85% of 1RM load. Subjects performed the bench press using 3 different RIs in a random counterbalanced design. Data were analyzed using both a one- and two-way analysis of variance with repeated measures. As sets progressed, repetitions were significantly different (p < 0.05) between all RIs, and only the 8-minute RI (p < 0.05) allowed for the complete sustainability of repetitions over 4 consecutive sets. Subjects attained the greatest training volume (p < 0.05) using an 8-minute RI between sets compared with a 2- or 5-minute RI. Similarly, a significantly greater training volume was achieved using the 5-minute RI compared with the 2-minute RI. Resistance-trained men, with the goal of greater volume during strength training, would benefit from longer RIs, specifically using an 8-minute RI between 4 consecutive sets of a bench press exercise.
",J Strength Cond Res. 2021 Nov 1;35(11):2981-2987. doi: 10.1519/JSC.0000000000003477.,https://pubmed.ncbi.nlm.nih.gov/32108720/
28,Creatine electrolyte supplement improves anaerobic power and strength: a randomized double-blind control study.,"Hummer E, Suprak DN, Buddhadev HH, Brilla L, San Juan JG.","Background:
        
      
      Creatine supplementation aids the Phosphagen system by increasing the amount of free creatine and phosphocreatine available to replenish adenosine triphosphate. The purpose of this study was to investigate the effects of a creatine and electrolyte formulated multi-ingredient performance supplement (MIPS) on strength and power performance compared to a placebo. Maximal strength along with total concentric work, mean rate of force development (mRFD), mean power, peak power, and peak force for both bench press and back squat were determined at pre-test and post-test separated by 6 weeks of supplementation.
Methods:
        
      
      Twenty-two subjects (6 females, 21 ± 2 yrs., 72.46 ± 11.18 kg, 1.72 ± 0.09 m) performed a one-repetition maximum (1RM) for back squat and bench press. Eighty percent of the subject's pre-test 1RM was used for a maximal repetition test to assess performance variables. Testing was separated by 6 weeks of supplementation of a MIPS dose per day in a double-blind fashion for comparison. A two-way mixed analysis of covariance (ANCOVA) was applied with an alpha level of 0.05.
Results:
        
      
      For their back squat 1RM, the MIPS group displayed significant increase of 13.4% (95% CI: 2.77, 23.8%) while placebo displayed a decrease of - 0.2% (95% CI: - 1.46, 2.87%) (p = 0.047, ηp2 = 0.201). The MIPS displayed a significant increase of 5.9% (95% CI: 2.5, 10.1%) and placebo displayed a non-significant increase of 0.7% (95% CI: - 3.49, 3.9%) in bench press maximal strength (p = 0.033,0.217). The MIPS group displayed a significant increase as well in total concentric work (26.5, 95% CI: 6.07, 46.87%, p = 0.008, ηp2 = 0.330) and mean power (17.9, 95% CI: 3.42, 32.46%, p = 0.003, ηp2 = 0.402) for the maximal repetition bench press test at 80% of their 1RM.
Conclusions:
        
      
      The MIPS was found to be beneficial to recreationally trained individuals compared to a placebo. The greatest benefits are seen in bench press and back squat maximal strength as well as multiple repetition tests to fatigue during the bench press exercise.
Keywords:
        
      
      Creatine supplementation; Multi-ingredient performance supplement; Strength performance.
",J Int Soc Sports Nutr. 2019 May 24;16(1):24. doi: 10.1186/s12970-019-0291-x.,https://pubmed.ncbi.nlm.nih.gov/31126306/
29,The Acute Post-Activation Performance Enhancement of the Bench Press Throw in Disabled Sitting Volleyball Athletes.,"Krzysztofik M, Matykiewicz P, Celebanska D, Jarosz J, Gawel E, Zwierzchowska A.","The purpose of the present study was to examine the acute effects of the bench press exercise with predetermined velocity loss percentage on subsequent bench press throw (BPT) performance with raised legs or feet on the floor among disabled, sitting volleyball players. Twelve elite sitting volleyball athletes (age = 33 ± 9 years; body mass = 84.7 ± 14.7 kg; relative bench press maximum strength = 1.0 ± 0.3 kg/body mass) took part in this study. The experiment was performed following a randomized crossover design, where each participant performed a single set of bench press with a 60% one-repetition maximum (1RM) to a 10% decrease of mean bar velocity as a conditioning activity (CA). The BPT with a 60%1RM was performed to assess changes in peak power (PP), peak velocity (PV) before and after the CA. The differences between analyzed variables before and after the CA were verified using two-way repeated-measures ANOVA (condition × time; 2 × 2). The ANOVA showed a significant main effect of time for peak bar velocity (p = 0.03; η2 = 0.312) and peak power output (p = 0.037; η2 = 0.294). The post hoc comparison showed a significant increase in post-CA peak bar velocity and peak power for raised legs condition in comparison with pre-CA value (p = 0.02, p = 0.041, respectively). The present study showed that the subsequent BPT performed with raised legs could be enhanced by the bench press with a 60% 1RM to a 10% mean bar velocity decrease as a CA among disabled sitting volleyball players. Therefore, athletes and coaches can consider performing a bench press throw with raised legs without compromising performance.
Keywords:
        
      
      complex training; explosive training; paralympic volleyball; power output; resistance training; upper-body strength; velocity-based training.
",Int J Environ Res Public Health. 2021 Apr 6;18(7):3818. doi: 10.3390/ijerph18073818.,https://pubmed.ncbi.nlm.nih.gov/33917433/
30,The influence of somatotype on anaerobic performance.,"Ryan-Stewart H, Faulkner J, Jobson S.","The link between athlete physique and performance in sports is well established. However, a direct link between somatotype three-numeral rating and anaerobic performance has not yet been reported. The purpose of this study was to assess the relations between somatotype and anaerobic performance using both singular and multivariate analyses. Thirty-six physically active males (mean ± standard deviation age 26.0 ± 9.8 years; body mass 79.5 ± 12.9 kg; height 1.82 ± 0.07 m) were somatotype-rated using the Heath-Carter method. Subjects were assessed for 3 repetition maximum (3 RM) bench press and back squat, and completed a 30-second maximal sprint cycle test. Positive correlations were observed between mesomorphy and 3 RM bench press (r = 0.560, p < 0.001), mesomorphy and 3 RM back squat (r = 0.550, p = 0.001) and between mesomorphy and minimum power output (r = 0.357, p = 0.033). Negative correlations were observed between ectomorphy and 3 RM bench press (r = -0.381, p = 0.022), and ectomorphy and 3 RM back squat (r = -0.336, p = 0.045). Individual regression analysis indicated that mesomorphy was the best predictor of 3 RM bench press performance, with 31.4% of variance in 3 RM bench press performance accounted for by the mesomorphy rating (p < 0.001). A combination of mesomorphy and ectomorphy best predicted 3 RM back squat performance (R2 = 0.388, p < 0.04). Around one third of strength performance is predicted by somatotype-assessed physique in physically active males. This could have important implications for the identification of those predisposed to perform well in sports containing strength-based movements and prescription of training programmes.
",PLoS One. 2018 May 22;13(5):e0197761. doi: 10.1371/journal.pone.0197761. eCollection 2018.,https://pubmed.ncbi.nlm.nih.gov/29787610/
31,Comparison of Velocity-Based and Traditional Percentage-Based Loading Methods on Maximal Strength and Power Adaptations.,"Dorrell HF, Smith MF, Gee TI.","Dorrell, HF, Smith, MF, and Gee, TI. Comparison of velocity-based and traditional percentage-based loading methods on maximal strength and power adaptations. J Strength Cond Res 34(1): 46-53, 2020-This study explored the effects of velocity-based training (VBT) on maximal strength and jump height. Sixteen trained men (22.8 ± 4.5 years) completed a countermovement jump (CMJ) test and 1 repetition maximum (1RM) assessment on back squat, bench press, strict overhead press, and deadlift, before and after 6 weeks of resistance training. Participants were assigned to VBT or percentage-based training (PBT) groups. The VBT group's load was dictated through real-time velocity monitoring, as opposed to pretesting 1RM data (PBT). No significant differences were present between groups for pretesting data (p > 0.05). Training resulted in significant increases (p < 0.05) in maximal strength for back squat (VBT 9%, PBT 8%), bench press (VBT 8%, PBT 4%), strict overhead press (VBT 6%, PBT 6%), and deadlift (VBT 6%). Significant increases in CMJ were witnessed for the VBT group only (5%). A significant interaction effect was witnessed between training groups for bench press (p = 0.004) and CMJ (p = 0.018). Furthermore, for back squat (9%), bench press (6%), and strict overhead press (6%), a significant difference was present between the total volume lifted. The VBT intervention induced favorable adaptations in maximal strength and jump height in trained men when compared with a traditional PBT approach. Interestingly, the VBT group achieved these positive outcomes despite a significant reduction in total training volume compared with the PBT group. This has potentially positive implications for the management of fatigue during resistance training.
",J Strength Cond Res. 2020 Jan;34(1):46-53. doi: 10.1519/JSC.0000000000003089.,https://pubmed.ncbi.nlm.nih.gov/30946276/
32,Upper-Body Resistance Exercise Reduces Time to Recover After a High-Volume Bench Press Protocol in Resistance-Trained Men.,"Bartolomei S, Totti V, Griggio F, Malerba C, Ciacci S, Semprini G, Di Michele R.","Bartolomei, S, Totti, V, Griggio, F, Malerba, C, Ciacci, S, Semprini, G, and Di Michele, R. Upper-body resistance exercise reduces time to recover after a high-volume bench press protocol in resistance-trained men. J Strength Cond Res 35(2S): S180-S187, 2021-The aim of this study was to compare the effects of active and passive strategies on the recovery response after a high-volume bench press protocol. Twenty-five resistance-trained men (mean ± SD: age = 25.8 ± 3.6 years; body mass = 87.1 ± 12.1 kg; and height = 177.4 ± 4.9 cm) performed a high-volume bench press session (8 sets of 10 reps at 70% of 1 repetition maximum). Subsequently, they were randomly assigned to an active recovery (AR) group (n = 11) or to a passive recovery (PR) group (n = 14). Active recovery consisted of light bench press sessions performed 6 hours and 30 hours after the high-volume exercise protocol. Muscle performance (bench throw power [BTP] and isometric bench press [IBP]) and morphology (muscle thickness of pectoralis major [PECMT] and of triceps brachii [TRMT]) were measured before exercise (baseline [BL]), and at 15-minute (15P), 24-hour (24P), and 48-hour (48P) post-exercise. Post-exercise recovery of both maximal strength and power was accelerated in AR compared with PR. Both BTP and IBP were significantly (p < 0.001) reduced at 15P and 24P in PR, whereas changes were significant (p < 0.001) at 15P only in AR. PECMT was still significantly (p = 0.015) altered from BL at 48P in PR, whereas changes were significant (p < 0.001) at 15P only in AR. No significant interactions (p > 0.05) between PR and AR were detected for TRMT and muscle soreness. The present results indicate that AR enhances the recovery rate after high-volume exercise sessions and may be included in resistance training programs to optimize muscle adaptations.
",J Strength Cond Res. 2021 Feb 1;35(Suppl 1):S180-S187. doi: 10.1519/JSC.0000000000002960.,https://pubmed.ncbi.nlm.nih.gov/30844990/
33,Comparison of Kinematics and Muscle Activation between Push-up and Bench Press.,Tillaar RVD.,"The purpose of this study was to compare the similarity in kinematics and upper-body muscle activation between push-up and bench press exercises over a range of loads. Twenty resistance-trained subjects (age 22.5±5.24 yrs, body mass 83.7±10.7 kg, height 1.80±0.06 m) executed bench presses and push-ups with 4 different loads. Bench press was executed at 50-80% of their assumed 1 repetition max in steps of 10 kg, while push-ups were executed without a weight vest and with a 10-20-30 kg weight vest. A linear encoder measured kinematics (displacement, time, average and peak velocity) during the exercises at each load, together with mean and maximal muscle activation of 8 upper body muscles and their timing for each exercise and each load. The main findings of this study demonstrate no differences in kinematics and muscle activation between the two exercises and that the different loads had the same effect upon both push-up and bench press in experienced resistance-trained men. For coaches and athletes, push-ups and bench presses for strength training can be used interchangeably. By using a weight vest, push-ups can mimic different loads that are similar to different intensities in the bench press that can be used to train strength demands.
Keywords:
        
      
      mean velocity; peak velocity; resistance training; strength.
",Sports Med Int Open. 2019 Sep 5;3(3):E74-E81. doi: 10.1055/a-1001-2526. eCollection 2019 Dec.,https://pubmed.ncbi.nlm.nih.gov/31508485/
34,The Effects of Plyometric Conditioning on Post-Activation Bench Press Performance.,"Krzysztofik M, Wilk M.","The present study aimed to determine the effects of plyometric push-ups as a conditioning activity (CA) on high-loaded bench press performance. Two groups of resistance-trained males age (24.5 ± 2.6 years, body mass 84.8 ± 8 kg) performed one of two CA protocols: 3 sets of 5 repetitions of plyometric push-ups with a 1 min rest interval between sets (PAPE; n=12) or equal time aerobic warm-up (CONT; n=12). Four minutes after completion of the CA protocols the participants performed 3 sets of 3 repetitions of the bench press exercise at 70%1RM and 4 min rest interval between sets to assess post-activation differences in peak power output (PP), mean power output (MP), peak bar velocity (PV), and mean bar velocity (MV) between conditions. The two-way ANOVA revealed significant condition × set interaction effect for PP (p<0.01), MP (p<0.05), PV (p<0.01), and MV (p=0.02). The post hoc for condition × set interaction showed that PAPE caused a significant decrease in PP and PV for P-Set2 and P-Set3 when compared to baseline (BA). The MP and MV for the PAPE condition decreased significantly during the P-Set3 compared to BA and to P-Set1. The t-test comparisons for delta values showed significant differences between PAPE and CONT in PP for P-Set1 - BA (p<0.01), in MP for P-Set2 - P-Set1 (p<0.03) and for P-Set3 - P-Set1 (p=0.04). Furthermore, there were significant differences in PV for P-Set3 - BA; P-Set2 - P-Set1; P-Set3 - P-Set1 (p<0.01; p<0.01; p<0.02 respectively). Finally, there were significant differences in MV for P-Set1 - BA; P-Set2 - P-Set1 and P-Set3 - P-Set1 (p<0.01; p<0.01; p<0.02 respectively). This study demonstrated that plyometric push-ups lead to performance enhancement of the bench press exercise at 70%1RM. The increases in performance were observed only in the first set following the CA, while a significant decrease of these variables was registered in P-Set2 and P-Set3.
Keywords:
        
      
      PAPE; complex training; push-up; resistance training; sport performance.
",J Hum Kinet. 2020 Aug 31;74:99-108. doi: 10.2478/hukin-2020-0017. eCollection 2020 Aug.,https://pubmed.ncbi.nlm.nih.gov/33312279/
35,Specific prime movers' excitation during free-weight bench press variations and chest press machine in competitive bodybuilders.,"Coratella G, Tornatore G, Longo S, Esposito F, Cè E.","The current study compared the muscle excitation in free-weight bench press variations and chest press machine. Ten competitive bodybuilders were recruited. The EMG-RMS amplitude of clavicular and sternocostal head of pectoralis major, long head of triceps brachii and anterior and lateral deltoid was recorded while performing horizontal (BP), inclined (45°) (IBP) or declined (-15°) bench press (DBP) and chest press machine (CP). Four non-exhaustive repetitions were performed using 80% of 1-repetition maximum of each exercise. Both concentric and eccentric phases were recorded. During the concentric phase, [d effect size: 2.78/7.80] clavicular head was more excited in IBP and less excited in CP (d: -9.69/-4.39) compared to all other exercises. The sternocostal head was similarly excited in DBP vs. BP and BP vs. CP and more excited (d: 2.42/9.92) compared to IBP. Triceps brachii excitation was overall greater (d: 2.01/6.75) in BP and DBP compared to all other exercises. Anterior deltoid was less excited (d: 3.84/19.77) in DBP compared to all other exercises. Lateral deltoid excitation was greater (d: 0.96/3.10) in BP, IBP and DBP compared to CP. Muscle excitation during the eccentric phase followed a similar pattern, with the exception of the greater (d: 3.89/11.32) excitation in the clavicular head in BP compared to all other exercises. The present outcomes showed that the excitation of the clavicular and sternocostal head of pectoralis major depends on the bench inclination angle. The use of BP variations vs. CP allows overall greater triceps brachii and lateral deltoid excitation, due to the greater instability.
Keywords:
        
      
      EMG; deltoids; pectoralis major; resistance exercise; root mean square; triceps.
",Eur J Sport Sci. 2020 Jun;20(5):571-579. doi: 10.1080/17461391.2019.1655101. Epub 2019 Aug 20.,https://pubmed.ncbi.nlm.nih.gov/31397215/
36,Effects of Augmented Eccentric Load Bench Press Training on One Repetition Maximum Performance and Electromyographic Activity in Trained Powerlifters.,"Montalvo S, Gruber LD, Gonzalez MP, Dietze-Hermosa MS, Dorgo S.","Montalvo, S, Gruber, LD, Gonzalez, MP, Dietze-Hermosa, MS, and Dorgo, S. Effects of augmented eccentric load bench press training on one repetition maximum performance and electromyographic activity in trained powerlifters. J Strength Cond Res 35(6): 1512-1519, 2021-Augmented eccentric load (AEL) training has been shown to elicit greater lower-body muscular strength increases and faster performance improvements compared with traditional strength training. However, it is unknown whether AEL training could provide similar improvements in upper-body muscular strength. Therefore, this study investigated the effects of a 4-week AEL training program on bench press one repetition maximum (1RM) strength, bar kinetics and kinematics, and surface electromyography (EMG) activity. Eight competitive powerlifters completed 5 training sessions consisting of 7 sets of a single repetition with up to 5 minutes rest between sets. Each session was completed at a predetermined AEL percentage consisting of 90% 1RM for concentric and supramaximal loads ranging from 105 to 125% 1RM during the eccentric phase with the use of eccentric hooks. After 4 weeks of AEL training, 1RM performance significantly increased from pretest to posttest (116.62 ± 27.48-124.28 ± 26.96 kg, p = 0.001). In addition, EMG amplitude of the pectoralis major decreased during the 125% AEL session to 59.86 ± 15.36% of pretest 1RM EMG values (p = 0.049, effect sizes [ESs] = 0.69). Furthermore, peak power of 1RM increased by 36.67% from pretest to posttest (p = 0.036, ES = 0.58). These study findings suggest that incorporating AEL bench press training into a 4-week training cycle may be a novel strategy to improve 1RM performance in competitive powerlifters in a short period.
",J Strength Cond Res. 2021 Jun 1;35(6):1512-1519. doi: 10.1519/JSC.0000000000004030.,https://pubmed.ncbi.nlm.nih.gov/34027918/
37,Can the Cambered Bar Enhance Acute Performance in the Bench Press Exercise?,"Krzysztofik M, Zajac A, Żmijewski P, Wilk M.","The main goal of this study was to assess the impact of the cambered bar (CB) during the bench press exercise on power output and bar velocity when compared to a standard bar (SB). Ten healthy strength-trained men (age = 27.9 ± 3.7 years; body mass = 90.1 ± 12.5 kg; resistance training experience = 6.5 ± 2.7 years; bench press one-repetition maximum (1RM) = 118.5 ± 21 kg) performed a single set of 3 repetitions of the bench press exercise with an SB and a CB at 50%1RM to assess differences in peak power output (PP), mean power output (MP), peak bar velocity (PV), and mean bar velocity (MV), range of motion (ROM), and positive work time under load (TUL) between conditions. The t-test indicated significantly higher mean ROM for the cambered bar in comparison to the standard bar (52.7 vs. 44.9 cm; P < 0.01; ES = 1.40). Further, there was a significantly higher PP (907 vs. 817 W; P < 0.01; ES = 0.35), MP (556 vs. 496 W; P < 0.01; ES = 0.46), PV (1.24 vs. 1.14 m/s; P < 0.01; ES = 0.35) and MV (0.89 vs. 0.82 m/s; P < 0.01; ES = 0.34) for the CB condition when compared to the SB. A significantly longer TUL for the CB was observed, when compared to the SB (1.89 vs. 1.51 s; P < 0.01; ES = 1.38). The results of this study showed that the CB significantly increased power output and bar velocity in the bench press exercise at 50%1RM compared to the SB. Therefore, the additional ROM, made possible through the use of the CB, allows for the acceleration of the bar through a significantly longer displacement, which has a positive impact on power output. However, a simultaneous increase in TUL may cause higher fatigue when the bench press is performed with the CB compared to the SB.
Keywords:
        
      
      bar velocity; equipment; power; range of motion; resistance training; time under tension.
",Front Physiol. 2020 Oct 20;11:577400. doi: 10.3389/fphys.2020.577400. eCollection 2020.,https://pubmed.ncbi.nlm.nih.gov/33192580/
38,Effects of Anodal Transcranial Direct Current Stimulation on Training Volume and Pleasure Responses in the Back Squat Exercise Following a Bench Press.,"Rodrigues GM, Machado S, Faria Vieira LA, Ramalho de Oliveira BR, Jesus Abreu MA, Marquez G, Maranhão Neto GA, Lattari E.","Rodrigues, GM, Machado, S, Faria Vieira, LA, Ramalho de Oliveira, BR, Jesus Abreu, MA, Marquez, G, Maranhão Neto, GA, and Lattari, E. Effects of anodal transcranial direct current stimulation on training volume and pleasure responses in the back squat exercise following a bench press. J Strength Cond Res XX(X): 000-000, 2021-This study aimed to investigate the effects of anodal transcranial direct current stimulation (a-tDCS) on volume-load and pleasure responses in a back squat following a bench press. Twelve male subjects advanced in resistance training (RT) (age, 25.5 ± 4.4 years) completed 2 experimental trials in a counterbalanced crossover design: a-tDCS and sham conditions. The stimulus was applied over the left dorsolateral prefrontal cortex for 20 minutes using a 2-mA current intensity in a-tDCS condition and 1 minute of active stimulus in the sham condition. Immediately after stimulation, subjects performed the bench press followed by the back squat. The exercise protocol consisted of 3 sets of maximum repetitions at an intensity of 80% of 1 repetition maximum. The volume-load, perceived pleasure, and arousal responses were measured during the RT protocol. The results indicated that volume-load was higher in the a-tDCS condition than in the sham condition for both exercises (p = 0.02), with large effect for the back squat (p = 0.045; d = 0.96). The higher volume-load was obtained by increasing the number of repetitions across all sets for the bench press (p ≤ 0.0001) and only in the first set for the back squat (p = 0.01). The circumplex model analysis showed a higher pleasure in the bench press and a tendency toward a higher pleasure in the a-tDCS condition. Anodal tDCS may be used as an ergogenic resource for increasing the back squat volume after performing the bench press in resistance-trained male subjects.
",J Strength Cond Res. 2021 May 5. doi: 10.1519/JSC.0000000000004054. Online ahead of print.,https://pubmed.ncbi.nlm.nih.gov/33966011/
39,Is the OUTPUT Sports Unit Reliable and Valid When Estimating Back Squat and Bench Press Concentric Velocity?,"Merrigan JJ, Martin JR.","Merrigan, JJ and Martin, JR. Is the OUTPUT sports unit reliable and valid when estimating back squat and bench press concentric velocity? J Strength Cond Res XX(X): 000-000, 2020-This study evaluated the reliability and concurrent validity of the OUTPUT sports inertial unit to measure concentric velocity of free-weight back squat and bench press exercises. Eleven men and women performed back squat and bench press 1 repetition maximum (1RM) testing. One week later, subjects performed 3 repetitions of each exercise with 35, 45, 55, 65, 75, and 85% 1RM (18 total repetitions). The OUTPUT and 4 cable extension transducers (criterion) simultaneously recorded the mean and peak velocity. The OUTPUT had acceptable reliability for all loads except 85% 1RM for back squat and bench press (intraclass correlation coefficient = 0.72-0.96, coefficient of variation = 0.03-0.12). High systematic biases existed for the mean and peak velocity for the back squat and bench press, according to Bland-Altman plot's wide limits of agreement and ordinary least products regressions. According to Bland-Altman plots, OUTPUT tended to overestimate bench press velocity and overestimate back squat velocity at slower velocities. Least products regression analyses determined proportional bias existed for the mean and peak velocity of the back squat and peak velocity of the bench press. In conclusion, researchers and practitioners are advised not to compare velocity estimates of the OUTPUT unit with criterion devices because these methods cannot be used interchangeably. However, because of the demonstrated reliability when estimating the mean and peak velocity, strength and conditioning practitioners may find the OUTPUT unit valuable for monitoring performance of the back squat and bench press exercises. Yet, caution should be taken when evaluating loads ≥85% 1RM.
",J Strength Cond Res. 2020 Dec 16;Publish Ahead of Print. doi: 10.1519/JSC.0000000000003782. Online ahead of print.,https://pubmed.ncbi.nlm.nih.gov/33337700/
40,Movement velocity can be used to estimate the relative load during the bench press and leg press exercises in older women.,"Marcos-Pardo PJ, González-Hernández JM, García-Ramos A, López-Vivancos A, Jiménez-Reyes P.","Background:
        
      
      Movement velocity has been proposed as an effective tool to prescribe the load during resistance training in young healthy adults. This study aimed to elucidate whether movement velocity could also be used to estimate the relative load (i.e., % of the one-repetition maximum (1RM)) in older women.
Methods:
        
      
      A total of 22 older women (age = 68.2 ± 3.6 years, bench press 1RM = 22.3 ± 4.7 kg, leg press 1RM = 114.6 ± 15.9 kg) performed an incremental loading test during the free-weight bench press and the leg press exercises on two separate sessions. The mean velocity (MV) was collected with a linear position transducer.
Results:
        
      
      A strong linear relationship between MV and the relative load was observed for the bench press (%1RM = -130.4 MV + 119.3; r 2 = 0.827, standard error of the estimate (SEE) = 6.10%1RM, p < 0.001) and leg press exercises (%1RM = -158.3 MV + 131.4; r 2 = 0.913, SEE = 5.63%1RM, p < 0.001). No significant differences were observed between the bench press and leg press exercises for the MV attained against light-medium relative loads (≤70%1RM), while the MV associated with heavy loads (≥80%1RM) was significantly higher for the leg press.
Conclusions:
        
      
      These results suggest that the monitoring of MV could be useful to prescribe the loads during resistance training in older women. However, it should be noted that the MV associated with a given %1RM is significantly lower in older women compared to young healthy individuals.
Keywords:
        
      
      Linear position transducer; Load-velocity profile; Older women; Resistance training; Velocity-based training.
",PeerJ. 2019 Aug 20;7:e7533. doi: 10.7717/peerj.7533. eCollection 2019.,https://pubmed.ncbi.nlm.nih.gov/31497399/
41,Spontaneous pneumomediastinum after bench press training.,Nishino T.,"Spontaneous pneumomediastinum is often associated with asthma and mainly affects adolescent males with a tall, thin body habitus. A 17-year-old man complained of chest and pharyngeal pain after bench press training and spontaneous pneumomediastinum was diagnosed. It should be considered in the differential diagnosis of chest pain of uncertain cause.
Keywords:
        
      
      Bench press training; chest pain; pharyngeal pain; pneumomediastinum.
",Clin Case Rep. 2017 Feb 23;5(4):535-536. doi: 10.1002/ccr3.857. eCollection 2017 Apr.,https://pubmed.ncbi.nlm.nih.gov/28396785/
42,"Impact of Red Spinach Extract Supplementation on Bench Press Performance, Muscle Oxygenation, and Cognitive Function in Resistance-Trained Males.","Haynes JT 4th, Townsend JR, Aziz MA, Jones MD, Littlefield LA, Ruiz MD, Johnson KD, Gonzalez AM.","The purpose of this study was to assess the impact of short-term dietary nitrate supplementation, in the form of red spinach extract (RSE), on bench press performance, muscle oxygenation, and cognitive function in resistance-trained males. Ten resistance-trained males participated in this randomized, cross-over, placebo-controlled, double-blind investigation. Each participant completed 7 days of either RSE (2 g; 180 mg NO3-) or a maltodextrin placebo (PL) in a counterbalanced fashion with a 14-day washout between treatments. During experimental visits, participants were provided their 8th and last dose of RSE or PL 40 min before completing 5 sets of the barbell bench press exercise to failure at 75% of a predetermined 1-repetition maximum with 2 min rest intervals. Mean and peak power were recorded via a linear transducer. Near-infrared spectroscopy (NIRS) was implemented to estimate muscle oxygenation, a Stroop Test was used to assess cognitive function, and subjective performance ratings were obtained in relation to the acute resistance exercise sessions. Data were analyzed via separate repeated measures analyses of variance. There were no time by group interactions for bench press repetitions (p = 0.549), peak power (p = 0.061), or mean power (p = 0.877) across the 5 sets of bench press. Additionally, no significant differences (p > 0.05) were observed for any measure of muscle oxygenation, Stroop performance, or subjective performance ratings. It appears that 7 days of RSE supplementation did not alter performance, muscle oxygenation, nor Stroop scores during or following the bench press exercise in resistance-trained males.
Keywords:
        
      
      nitrates; nitric oxide; power; resistance training; strength.
",Sports (Basel). 2021 May 27;9(6):77. doi: 10.3390/sports9060077.,https://pubmed.ncbi.nlm.nih.gov/34071862/
